,0
0,https://www.apartments.com/jackson-apartments-seattle-wa/vblnwkf/
1,https://www.apartments.com/elan-41-seattle-wa/84egbw0/
2,https://www.apartments.com/circa-green-lake-apartments-seattle-wa/bwmn6x8/
3,https://www.apartments.com/luna-seattle-wa/yey9vtr/
4,https://www.apartments.com/tower-12-seattle-wa/sx3e5w7/
5,https://www.apartments.com/common-summit-seattle-wa/1kqlte6/
6,https://www.apartments.com/harbor-steps-seattle-wa/f2k13cs/
7,https://www.apartments.com/ballard-57-apartments-seattle-wa/e04s10m/
8,https://www.apartments.com/fox-finch-apartments-seattle-wa/2vfz449/
9,https://www.apartments.com/tellus-on-dexter-apartments-seattle-wa/2t6p4k8/
10,https://www.apartments.com/lane-seattle-wa/s7wg576/
11,https://www.apartments.com/overlook-at-magnolia-seattle-wa/pmzb5pv/
12,https://www.apartments.com/met-tower-seattle-wa/qjgvn6y/
13,https://www.apartments.com/olympus-seattle-wa/vyeqn7d/
14,https://www.apartments.com/the-olivian-seattle-wa/srj9ny6/
15,https://www.apartments.com/leilani-apartment-homes-seattle-wa/nq961rp/
16,https://www.apartments.com/airmark-apartments-seattle-wa/qrmphlw/
17,https://www.apartments.com/assembly118-seattle-wa/bxw49bc/
18,https://www.apartments.com/helm-seattle-wa/5r5yjgm/
19,https://www.apartments.com/mera-seattle-wa/mb7682j/
20,https://www.apartments.com/origin-apartments-seattle-wa/xkbt5xn/
21,https://www.apartments.com/chloe-on-union-seattle-wa/dqwtp9k/
22,https://www.apartments.com/griffis-belltown-seattle-wa/wp85ysj/
23,https://www.apartments.com/charbern-apartments-seattle-wa/xhwycjn/
24,https://www.apartments.com/amli-south-lake-union-seattle-wa/wec85fk/
25,https://www.apartments.com/arthouse-seattle-wa/dgwn88h/
26,https://www.apartments.com/amli-mark24-seattle-wa/twk16f9/
27,https://www.apartments.com/the-station-at-othello-park-seattle-wa/jbdwrp5/
28,https://www.apartments.com/elara-at-the-market-seattle-wa/15vbwd5/
29,https://www.apartments.com/pike-motorworks-seattle-wa/36w9qlf/
30,https://www.apartments.com/via-6-seattle-wa/kcfv0lc/
31,https://www.apartments.com/cascade-seattle-wa/pwl4xcr/
32,https://www.apartments.com/park-south-seattle-wa/39gy0kf/
33,https://www.apartments.com/spruce-seattle-wa/4004bel/
34,https://www.apartments.com/mark-on-8th-seattle-wa/j0fwr05/
35,https://www.apartments.com/the-mill-at-first-hill-seattle-wa/3z5s8mg/
36,https://www.apartments.com/lofts-at-the-junction-seattle-wa/cpjhyce/
37,https://www.apartments.com/centennial-tower-and-court-seattle-wa/49dmkrl/
38,https://www.apartments.com/helios-seattle-wa/qb5scwx/
39,https://www.apartments.com/saxton-seattle-wa/zsf985y/
40,https://www.apartments.com/odin-seattle-wa/lqkg86d/
41,https://www.apartments.com/vive-seattle-wa/2nhksx8/
42,https://www.apartments.com/bogtown-flats-seattle-wa/7ttqnjy/
43,https://www.apartments.com/westlake-steps-seattle-wa/9wpsv97/
44,https://www.apartments.com/amli-arc-seattle-wa/1yf8vx5/
45,https://www.apartments.com/juxt-seattle-wa/zm47ytw/
46,https://www.apartments.com/cityline-seattle-wa/l4knj3g/
47,https://www.apartments.com/lightbox-seattle-wa/np3qvbp/
48,https://www.apartments.com/one-lakefront-seattle-wa/7yvbetw/
49,https://www.apartments.com/rivet-apartments-seattle-wa/ye5ck9r/
50,https://www.apartments.com/the-kennedy-building-seattle-wa/fd6hspr/
51,https://www.apartments.com/infinity-apartments-seattle-wa/yszd59t/
52,https://www.apartments.com/bowman-seattle-wa/3xvcwwe/
53,https://www.apartments.com/sitka-seattle-wa/5235n3m/
54,https://www.apartments.com/ascent-south-lake-union-seattle-wa/gg967yx/
55,https://www.apartments.com/marlowe-seattle-wa/7n52vsx/
56,https://www.apartments.com/mckenzie-seattle-wa/tc4dx7b/
57,https://www.apartments.com/624-yale-seattle-wa/8k03zd2/
58,https://www.apartments.com/stazione25-seattle-wa/t6gpln8/
59,https://www.apartments.com/st-james-tower-seattle-wa/l0k2dve/
60,https://www.apartments.com/cadence-seattle-wa/ltbg8vd/
61,https://www.apartments.com/alexan-100-seattle-wa/05exse0/
62,https://www.apartments.com/vida-seattle-seattle-wa/97z0395/
63,https://www.apartments.com/sedona-apartments-seattle-wa/ch0j5kf/
64,https://www.apartments.com/kiara-seattle-wa/edmmh6n/
65,https://www.apartments.com/broadstone-sky-seattle-wa/nhhmrdp/
66,https://www.apartments.com/overlook-at-westridge-seattle-wa/rjn5dh0/
67,https://www.apartments.com/batik-seattle-wa/5kpgz8n/
68,https://www.apartments.com/malloy-seattle-wa/f7vv06v/
69,https://www.apartments.com/premiere-on-pine-seattle-wa/rzcc5x1/
70,https://www.apartments.com/garden-pointe-seattle-wa/n3e96pq/
71,https://www.apartments.com/hana-apartments-seattle-wa/8mhszb0/
72,https://www.apartments.com/sorento-flats-seattle-wa/bfnjskb/
73,https://www.apartments.com/rise-on-67th-seattle-wa/ydh6cdr/
74,https://www.apartments.com/derby-south-lake-union-seattle-wa/xyy1rmn/
75,https://www.apartments.com/oakwood-residence-seattle-south-lake-union-seattle-wa/995kg24/
76,https://www.apartments.com/novo-seattle-seattle-wa/nrb0ttm/
77,https://www.apartments.com/maude-urban-living-seattle-wa/kx2eyyc/
78,https://www.apartments.com/common-madison-seattle-wa/h8g2dd0/
79,https://www.apartments.com/chroma-slu-seattle-wa/53ysvvn/
80,https://www.apartments.com/kinects-tower-seattle-wa/59r318n/
81,https://www.apartments.com/arrive-seattle-wa/91t6ym4/
82,https://www.apartments.com/verve-apartments-seattle-wa/lywnbqg/
83,https://www.apartments.com/thornton-place-seattle-wa/ftt6p0v/
84,https://www.apartments.com/vertex-off-broadway-seattle-wa/c5t177e/
85,https://www.apartments.com/excelsior-seattle-wa/sd54b15/
86,https://www.apartments.com/leeward-seattle-wa/yqyql2t/
87,https://www.apartments.com/the-shelby-seattle-wa/cd611cd/
88,https://www.apartments.com/koi-seattle-wa/4pl0d7k/
89,https://www.apartments.com/alto-apartments-seattle-wa/35y5bce/
90,https://www.apartments.com/206-bell-seattle-wa/3v1hy4e/
91,https://www.apartments.com/east-howe-steps-seattle-wa/dgnwmfj/
92,https://www.apartments.com/the-post-seattle-wa/ntbsfrm/
93,https://www.apartments.com/the-wilcox-seattle-wa/06gzr13/
94,https://www.apartments.com/aura-west-seattle-seattle-wa/pns15wr/
95,https://www.apartments.com/stack-house-seattle-wa/r9splt0/
96,https://www.apartments.com/ballard-on-the-park-seattle-wa/z754zkw/
97,https://www.apartments.com/summit-at-madison-park-seattle-wa/477y2vh/
98,https://www.apartments.com/element-42-seattle-wa/qdvlfty/
99,https://www.apartments.com/the-loop-seattle-wa/742mryz/
100,https://www.apartments.com/3030-lake-city-seattle-wa/rpfk3p0/
101,https://www.apartments.com/westhaven-apartments-seattle-wa/yhsgsbv/
102,https://www.apartments.com/wilsonian-seattle-wa/tynqzvb/
103,https://www.apartments.com/the-m-seattle-wa/d6m705l/
104,https://www.apartments.com/square-one-seattle-wa/xlfdkdp/
105,https://www.apartments.com/rollin-street-seattle-wa/hjg8c83/
106,https://www.apartments.com/100-on-6th-seattle-wa/0fgk9q0/
107,https://www.apartments.com/packard-building-seattle-wa/7xpvw4x/
108,https://www.apartments.com/marq-211-seattle-wa/66mq35t/
109,https://www.apartments.com/the-redwood-apartments-seattle-wa/dfh6vqk/
110,https://www.apartments.com/vantage-park-apartments-seattle-wa/7xrt90z/
111,https://www.apartments.com/union-bay-seattle-wa/l7flz7e/
112,https://www.apartments.com/2900-on-first-seattle-wa/6bc5xqv/
113,https://www.apartments.com/harrison-square-seattle-wa/kgz15p9/
114,https://www.apartments.com/lighthouse-apartments-seattle-wa/x2d837m/
115,https://www.apartments.com/taylor-28-seattle-wa/z14p66x/
116,https://www.apartments.com/metro-on-first-seattle-wa/ycyc6kv/
117,https://www.apartments.com/aspira-apartments-seattle-wa/f2c4n0r/
118,https://www.apartments.com/leva-on-market-seattle-wa/qqn6e1z/
119,https://www.apartments.com/adell-apartments-seattle-wa/d14ergl/
120,https://www.apartments.com/augusta-apartments-seattle-wa/lbgnpjg/
121,https://www.apartments.com/cielo-seattle-wa/teysb79/
122,https://www.apartments.com/axle-seattle-wa/438lw4l/
123,https://www.apartments.com/amli-wallingford-seattle-wa/sk5j017/
124,https://www.apartments.com/seventh-and-james-seattle-wa/x8ckjym/
125,https://www.apartments.com/john-winthrop-apartments-seattle-wa/c886jld/
126,https://www.apartments.com/2300-elliott-seattle-wa/4n7xxvh/
127,https://www.apartments.com/urbana-seattle-wa/hsfjf32/
128,https://www.apartments.com/youngstown-flats-seattle-wa/7s2qyhy/
129,https://www.apartments.com/panorama-apartments-seattle-wa/5em0kwq/
130,https://www.apartments.com/coppins-well-seattle-wa/fhknn4v/
131,https://www.apartments.com/washington-terrace-senior-affordable-apart-seattle-wa/1t52ye5/
132,https://www.apartments.com/slate-apartments-seattle-wa/g8rr8xz/
133,https://www.apartments.com/the-enclave-seattle-wa/d28m6wl/
134,https://www.apartments.com/the-eden-apartments-seattle-wa/0ssts93/
135,https://www.apartments.com/haller-post-seattle-wa/9nv2j95/
136,https://www.apartments.com/skye-at-belltown-seattle-wa/cvvye8f/
137,https://www.apartments.com/springline-seattle-wa/1kmqnv5/
138,https://www.apartments.com/the-heights-on-capitol-hill-seattle-wa/xpk1vsq/
139,https://www.apartments.com/rianna-seattle-wa/vbs52re/
140,https://www.apartments.com/uwajimaya-village-seattle-wa/3f2q02f/
141,https://www.apartments.com/the-pearl-seattle-wa/x335j5n/
142,https://www.apartments.com/anthem-on-12th-seattle-wa/cm38mee/
143,https://www.apartments.com/marq-west-seattle-seattle-wa/rqnp6r1/
144,https://www.apartments.com/alcyone-seattle-wa/gxmy4jw/
145,https://www.apartments.com/moda-seattle-wa/nlqgvcm/
146,https://www.apartments.com/chloe-on-madison-seattle-wa/dzd7kkl/
147,https://www.apartments.com/three20-seattle-wa/2czbqxc/
148,https://www.apartments.com/junction-47-seattle-wa/vqxedgg/
149,https://www.apartments.com/the-blake-apartments-seattle-wa/mtjmxvl/
150,https://www.apartments.com/travigne-on-11th-seattle-wa/9ncjl47/
151,https://www.apartments.com/the-whittaker-seattle-wa/p9bpgcr/
152,https://www.apartments.com/the-summit-at-lake-union-seattle-wa/l70dyjd/
153,https://www.apartments.com/vox-seattle-wa/20ymc0c/
154,https://www.apartments.com/4730-california-seattle-wa/frvvjxr/
155,https://www.apartments.com/astro-apartments-seattle-wa/zlt3kyz/
156,https://www.apartments.com/union-slu-seattle-wa/vk13mkg/
157,https://www.apartments.com/angeline-apartments-seattle-wa/66tvzer/
158,https://www.apartments.com/muse-seattle-wa/he61pb2/
159,https://www.apartments.com/greenhouse-apartments-seattle-wa/2fmpmf9/
160,https://www.apartments.com/prism-seattle-wa/x9v2zem/
161,https://www.apartments.com/cedar-park-senior-affordable-apartments-seattle-wa/gngssvw/
162,https://www.apartments.com/the-danforth-seattle-wa/v75401g/
163,https://www.apartments.com/the-leeann-seattle-wa/65vf8st/
164,https://www.apartments.com/orion-seattle-wa/sjcjs87/
165,https://www.apartments.com/cosmopolitan-seattle-wa/y8knpdr/
166,https://www.apartments.com/epicenter-seattle-wa/j3dvz74/
167,https://www.apartments.com/metroline-flats-seattle-wa/lk3v29g/
168,https://www.apartments.com/cypress-seattle-wa/pv15ezr/
169,https://www.apartments.com/the-perry-seattle-wa/rwd8ec0/
170,https://www.apartments.com/union-park-seattle-wa/8jpe6c0/
171,https://www.apartments.com/the-martin-seattle-wa/2v0jy28/
172,https://www.apartments.com/upton-flats-seattle-wa/j4k39z4/
173,https://www.apartments.com/east-union-seattle-wa/8sbxhc0/
174,https://www.apartments.com/keelson-ballard-seattle-wa/10k94k7/
175,https://www.apartments.com/helix-ellipse-seattle-wa/p52l3rv/
176,https://www.apartments.com/dimension-seattle-wa/01kp2y3/
177,https://www.apartments.com/guinevere-seattle-wa/9zyy3f5/
178,https://www.apartments.com/promenade-at-the-park-seattle-wa/c67n2xe/
179,https://www.apartments.com/willows-court-seattle-wa/0j92tn0/
180,https://www.apartments.com/king-arthurs-court-seattle-wa/j42xet4/
181,https://www.apartments.com/brookstone-apartments-seattle-wa/5cbj7vn/
182,https://www.apartments.com/verse-seattle-seattle-wa/982tvp4/
183,https://www.apartments.com/true-north-seattle-wa/cmr2y9e/
184,https://www.apartments.com/neptune-seattle-wa/dbk4zzk/
185,https://www.apartments.com/pratt-park-apartments-seattle-wa/dflxsxk/
186,https://www.apartments.com/sonata-at-columbia-station-seattle-wa/n1nt5zm/
187,https://www.apartments.com/ivy-ridge-seattle-wa/wcyj04k/
188,https://www.apartments.com/iron-flats-seattle-wa/dn77lzl/
189,https://www.apartments.com/mod-apartments-seattle-wa/5nl072q/
190,https://www.apartments.com/medora-seattle-wa/kxfyl3b/
191,https://www.apartments.com/hillview-seattle-wa/v1ymrdf/
192,https://www.apartments.com/willow-court-apartments-seattle-wa/hretqj0/
193,https://www.apartments.com/andante-seattle-seattle-wa/j43dvw5/
194,https://www.apartments.com/avanti-seattle-wa/s0dekb4/
195,https://www.apartments.com/cyrene-seattle-wa/ykgx3qr/
196,https://www.apartments.com/gilbert-apartments-seattle-wa/n08fd0m/
197,https://www.apartments.com/lucille-on-roosevelt-seattle-wa/jrtty95/
198,https://www.apartments.com/holgate-12-apartments-seattle-wa/5ghwmvn/
199,https://www.apartments.com/executive-estates-seattle-wa/2vnlp78/
200,https://www.apartments.com/nine-pine-seattle-wa/ebf0nwn/
201,https://www.apartments.com/m-street-seattle-wa/r2e3h72/
202,https://www.apartments.com/maple-leaf-plaza-seattle-wa/ht15g72/
203,https://www.apartments.com/avalon-micro-studios-seattle-wa/k0811y9/
204,https://www.apartments.com/quintessa-apartments-seattle-wa/fwdr4rt/
205,https://www.apartments.com/junction-160-shoreline-wa/3neq6bf/
206,https://www.apartments.com/sheridan-beach-terrace-lake-forest-park-wa/yt6f2ms/
207,https://www.apartments.com/reo-flats-seattle-wa/psbf27v/
208,https://www.apartments.com/sunset-electric-seattle-wa/n36rghn/
209,https://www.apartments.com/cambridge-park-villa-seattle-wa/0wnvy13/
210,https://www.apartments.com/hayes-on-stone-way-seattle-wa/57zcdkm/
211,https://www.apartments.com/viktoria-seattle-wa/vhsqwbf/
212,https://www.apartments.com/ballard-lofts-seattle-wa/ln4hnze/
213,https://www.apartments.com/green-lake-village-seattle-wa/dv08thk/
214,https://www.apartments.com/campus-view-seattle-wa/nf2e3dn/
215,https://www.apartments.com/dexter-seattle-wa/xmlmncq/
216,https://www.apartments.com/oxford-apartments-seattle-wa/2mz83wc/
217,https://www.apartments.com/zella-seattle-wa/fbcpdps/
218,https://www.apartments.com/alloy-seattle-wa/9zlrch7/
219,https://www.apartments.com/linden-square-seattle-wa/qrfnbww/
220,https://www.apartments.com/soren-apartments-seattle-wa/4gwlh0k/
221,https://www.apartments.com/charlesgate-seattle-wa/dkf7wml/
222,https://www.apartments.com/city-views-seattle-wa/wg70tzh/
223,https://www.apartments.com/parla-seattle-wa/dh0qy5j/
224,https://www.apartments.com/avant-apartments-seattle-wa/ntnpjxq/
225,https://www.apartments.com/zindorf-seattle-wa/cmkvh2e/
226,https://www.apartments.com/modera-south-lake-union-seattle-wa/mdyqhmj/
227,https://www.apartments.com/beacon-view-seattle-wa/nffsfmn/
228,https://www.apartments.com/700-broadway-apartments-seattle-wa/09hhwk1/
229,https://www.apartments.com/the-audrey-at-belltown-seattle-wa/snwyk77/
230,https://www.apartments.com/metropolitan-park-seattle-wa/xxyj11n/
231,https://www.apartments.com/the-galleria-seattle-wa/qctzxyz/
232,https://www.apartments.com/addison-on-fourth-seattle-wa/6tfx0gt/
233,https://www.apartments.com/northline-apartments-seattle-wa/d2scj5l/
234,https://www.apartments.com/jack-apartments-seattle-wa/zv49qhz/
235,https://www.apartments.com/residences-at-3295-seattle-wa/x5l44yq/
236,https://www.apartments.com/8th-republican-seattle-wa/8mbpsq2/
237,https://www.apartments.com/modera-jackson-seattle-wa/1xrgq75/
238,https://www.apartments.com/carolina-court-seattle-wa/pepz1js/
239,https://www.apartments.com/northgate-apartments-seattle-wa/t21ev9c/
240,https://www.apartments.com/ava-queen-anne-seattle-wa/xzw3r1m/
241,https://www.apartments.com/delridge-crossing-seattle-wa/ym21wdr/
242,https://www.apartments.com/alley24-seattle-wa/r6k4jf2/
243,https://www.apartments.com/domaine-seattle-wa/qebgp9w/
244,https://www.apartments.com/belay-apartments-seattle-wa/6j25nht/
245,https://www.apartments.com/noba-apartments-seattle-wa/kngnh08/
246,https://www.apartments.com/collage-seattle-wa/bk8lxkc/
247,https://www.apartments.com/viva-seattle-wa/h47dk02/
248,https://www.apartments.com/expo-seattle-wa/sbrljt6/
249,https://www.apartments.com/the-bernard-seattle-wa/869rxh3/
250,https://www.apartments.com/array-seattle-wa/jc7yzh5/
251,https://www.apartments.com/ava-ballard-seattle-wa/1en4zw7/
252,https://www.apartments.com/canvas-seattle-wa/gs4m8my/
253,https://www.apartments.com/annaliese-seattle-wa/3hg7qmd/
254,https://www.apartments.com/wharfside-pointe-seattle-wa/2pml6tc/
255,https://www.apartments.com/velo-and-ray-seattle-wa/h4x54t2/
256,https://www.apartments.com/collins-on-pine-seattle-wa/se8p7y5/
257,https://www.apartments.com/fountain-court-seattle-wa/renq601/
258,https://www.apartments.com/janus-apartments-seattle-wa/fbcqkwr/
259,https://www.apartments.com/rooster-apartments-seattle-wa/dm7bexl/
260,https://www.apartments.com/westside-flats-seattle-wa/kfy4y1c/
261,https://www.apartments.com/ava-capitol-hill-seattle-wa/5whybzq/
262,https://www.apartments.com/walton-lofts-seattle-wa/v0lh92f/
263,https://www.apartments.com/sunset-park-seattle-wa/slmnxc4/
264,https://www.apartments.com/greenlake-terrace-apartments-seattle-wa/pkt710r/
265,https://www.apartments.com/park-3025-seattle-wa/pmzn0bv/
266,https://www.apartments.com/rev-fremont-seattle-wa/p5tndjv/
267,https://www.apartments.com/marketside-flats-seattle-wa/qzz66cx/
