neighborhood,zipCode,bedRoomNumber,baths,Unnamed: 0_x,reviewScore,reviewCount,walkScore,transitScore,Unnamed: 0_y,rent,sqft,availability,deposit,leaseLength
Pike Place Market,98121,2,2.5,4.0,,4.0,98.0,100.0,196.5,9610.0,1771.75,,,
Pinehurst,98125,1,1.0,342.72727272727275,,2.0,76.0,56.81818181818182,8028.272727272727,1330.111111111111,568.1818181818181,1.0,1400.0,12.0
Pinehurst,98125,2,1.0,395.0,,2.0,76.0,55.333333333333336,8594.0,1695.0,830.0,1.0,1600.0,12.0
Pinehurst,98125,2,2.0,506.0,,,76.5,56.0,9285.0,1800.0,932.0,1.0,1500.0,12.0
Pioneer Square,98104,1,1.0,312.3980582524272,4.0,8.529411764705882,97.94174757281553,100.0,6113.9514563106795,1459.3103448275863,521.8817204301075,1.0,2900.0,12.0
Pioneer Square,98104,2,1.0,131.0,4.0,,98.0,100.0,4486.117647058823,1562.0,704.6428571428571,1.0,,
Pioneer Square,98104,2,2.0,405.5,,11.0,98.0,100.0,6888.666666666667,1936.0,884.6666666666666,1.0,,
Portage Bay,98102,1,1.0,319.42857142857144,5.0,,78.28571428571429,78.28571428571429,8393.0,1666.0,427.57142857142856,1.0,,
Portage Bay,98102,2,1.0,626.0,,,68.0,79.0,9883.0,2000.0,700.0,1.0,500.0,
Queen Anne,98109,1,1.0,298.52941176470586,4.4,2.0,74.17647058823529,67.88235294117646,7135.941176470588,1860.4545454545455,674.7058823529412,1.0,975.0,12.0
Queen Anne,98109,2,1.0,134.0,4.0,,53.0,71.0,4573.5,2667.0,867.5,1.0,,
Queen Anne,98109,2,1.5,229.0,4.0,2.0,74.0,66.0,6730.5,3795.0,1075.5,1.0,,
Queen Anne,98109,2,2.0,253.2,4.166666666666667,2.0,67.5,70.3,6282.3,2942.5,1036.25,1.0,2000.0,12.0
Queen Anne,98109,2,2.5,243.0,,2.0,73.0,66.0,6997.5,,1105.0,,,
Queen Anne,98119,1,1.0,351.14285714285717,,2.0,71.42857142857143,57.57142857142857,7968.928571428572,1683.25,659.2307692307693,1.0,1032.5,12.0
Queen Anne,98119,2,1.0,461.0,,2.0,69.75,58.5,8690.5,2175.5,866.0,1.0,,
Queen Anne,98119,2,2.0,254.0,,2.0,69.0,57.0,7199.0,,943.0,,,
Queen Anne,98119,3,1.0,521.0,,,74.0,57.0,9639.0,2350.0,1050.0,,2350.0,12.0
Queen Anne,98119,3,2.0,254.0,,2.0,69.0,57.0,7200.0,,1292.0,,,
Queen Anne,98119,3,2.5,619.0,,,85.0,61.0,9876.0,4695.0,1300.0,1.0,,
Queen Anne,98119,4,2.5,616.0,,,86.0,60.0,9873.0,5433.0,2348.0,,1000.0,1.0
Rainier Beach,98178,1,1.0,548.0,,,22.5,47.0,9657.5,1545.0,475.0,1.0,775.0,6.0
Ravenna,98105,1,1.0,656.0,,,92.5,69.0,10105.0,1322.5,575.0,1.0,1200.0,12.0
Ravenna,98115,1,1.0,189.0,5.0,,78.0,51.0,6143.5,1573.75,497.0,1.0,,
Renton,98178,1,1.0,395.0,4.0,,37.0,,9141.5,1165.5,523.75,1.0,,
Renton,98178,2,1.0,395.0,4.0,,37.0,,9143.0,1361.0,974.0,1.0,,
Riverview,98106,3,2.0,447.0,,,49.0,46.0,9395.5,2775.0,1550.0,1.0,2400.0,12.0
Riverview,98106,3,2.5,482.0,,,42.0,46.0,9487.0,2725.0,1515.0,1.0,2500.0,12.0
Roosevelt,98115,1,1.0,370.3151125401929,5.0,1.5714285714285714,96.21543408360128,60.739549839228296,6676.221864951768,1474.8861788617887,399.8151125401929,1.0,,
Roosevelt,98115,1,2.0,188.0,5.0,,95.0,59.0,6137.0,2915.6666666666665,966.6666666666666,1.0,,
Roosevelt,98115,2,1.0,333.625,5.0,,93.5,61.25,6714.875,2172.4285714285716,802.125,1.0,1500.0,12.0
Roosevelt,98115,2,2.0,365.42857142857144,5.0,1.0,96.78571428571429,59.0,6620.321428571428,2936.4166666666665,869.6964285714286,1.0,2000.0,12.0
Roxhill,98126,1,1.0,427.1,,5.0,58.2,46.4,9246.7,1624.75,554.0,1.0,1200.0,3.0
Roxhill,98126,2,1.0,385.0,,5.0,56.0,45.0,9070.142857142857,1732.3333333333333,752.8571428571429,1.0,,
Seatac,98198,1,1.0,181.0,,4.0,41.0,55.0,5985.5,1399.0,725.0,1.0,,
Seatac,98198,2,1.0,181.0,,4.0,41.0,55.0,5990.571428571428,1610.0,900.0,1.0,,
Seatac,98198,3,2.0,181.0,,4.0,41.0,55.0,5992.5,2035.0,1105.0,1.0,,
Seattle,98102,2,1.0,571.0,,,75.0,55.0,9758.0,2350.0,1500.0,,2350.0,12.0
Seattle,98103,1,1.0,319.0,,1.0,87.0,58.0,5807.0,1796.25,790.75,,,
Seattle,98103,2,1.0,319.0,,1.0,87.0,58.0,5804.0,2550.0,864.0,1.0,,
Seattle,98103,2,2.0,319.0,,1.0,87.0,58.0,5804.5,2470.0,977.6666666666666,1.0,,
Seattle,98104,1,1.0,282.0,5.0,,98.0,100.0,7852.166666666667,1813.1176470588234,544.5,1.0,,
Seattle,98104,2,1.0,282.0,5.0,,98.0,100.0,7858.0,2349.0,732.0,1.0,,
Seattle,98105,1,1.0,471.0,,,83.0,79.0,9493.0,1375.0,550.0,,1275.0,12.0
Seattle,98107,1,1.0,335.3333333333333,5.0,1.0,97.73333333333333,56.0,8256.866666666667,1277.0,293.8333333333333,1.0,,
Seattle,98107,2,2.0,174.0,5.0,,97.0,56.0,5843.5,2840.0,933.0,,,
Seattle,98115,1,1.0,259.0,5.0,,97.0,59.0,7297.48,1934.076923076923,645.92,1.0,,
Seattle,98115,2,1.0,259.0,5.0,,97.0,59.0,7315.0,,999.6666666666666,,,
Seattle,98115,2,2.0,259.0,5.0,,97.0,59.0,7297.333333333333,3280.0,1014.3333333333334,1.0,,
Seattle,98115,6,4.0,539.0,,,81.0,59.0,9657.0,4000.0,3000.0,1.0,4000.0,
Seattle,98119,1,1.0,181.5,,4.0,72.5,55.75,5487.75,1466.75,615.625,1.0,,
Seattle,98119,1,1.5,132.0,,5.0,73.0,54.0,4509.0,2062.0,884.0,,,
Seattle,98119,2,1.0,264.0,,2.3333333333333335,71.66666666666667,58.666666666666664,7125.666666666667,2168.6666666666665,886.6666666666666,1.0,,
Seattle,98119,2,2.0,132.0,,5.0,73.0,54.0,4511.0,2575.6666666666665,1024.0,,,
Seattle,98121,1,1.0,108.0,5.0,,99.0,100.0,3771.294117647059,1926.1764705882354,630.0588235294117,1.0,,
Seattle,98121,2,2.0,108.0,5.0,,99.0,100.0,3768.5,2793.5,901.5,1.0,,
Seattle,98122,1,1.0,373.0,,1.0,92.0,70.0,8798.166666666666,2153.6666666666665,626.3333333333334,1.0,,
Seattle,98122,2,1.0,373.0,,1.0,92.0,70.0,8805.0,3000.0,856.0,,,
Seattle,98122,2,2.0,373.0,,1.0,92.0,70.0,8804.25,3260.0,1042.625,1.0,,
Seattle,98125,1,1.0,416.5,,1.0,79.0,64.0,6965.5,1783.3,680.9,,,
Seattle,98125,1,1.5,416.5,,1.0,79.0,64.0,6971.0,2210.0,769.0,,,
Seattle,98125,2,1.0,416.5,,1.0,79.0,64.0,6977.142857142857,2586.1428571428573,955.0,,,
Seattle,98125,2,1.5,416.5,,1.0,79.0,64.0,6981.0,2730.0,1074.0,,,
Seattle,98125,2,2.0,416.5,,1.0,79.0,64.0,6977.25,2680.0,990.5,,,
Seattle,98125,2,2.5,416.5,,1.0,79.0,64.0,6984.0,2975.0,1266.0,,,
Seattle,98133,1,1.0,224.5,,2.5,57.5,54.5,6479.0,1502.5,600.75,,,
Seattle,98133,2,1.0,359.2,4.0,1.0,66.0,53.6,8635.8,1564.4,756.4,1.0,1650.0,12.0
Seattle,98133,2,1.5,135.0,,4.0,52.0,54.0,4583.0,2015.0,955.0,1.0,,
Seattle,98133,2,2.0,135.0,,4.0,52.0,54.0,4587.0,2179.0,1005.0,,,
Seattle,98133,3,2.0,479.0,,,69.0,52.0,9535.0,2695.0,1070.0,1.0,2695.0,12.0
Seattle,98144,2,1.0,727.0,,,74.0,89.0,10507.0,1695.0,750.0,1.0,,
Seattle,98148,1,1.0,297.0,,1.0,48.0,,8206.833333333334,1228.0,404.1666666666667,1.0,,
Seattle,98148,2,1.0,297.0,,1.0,48.0,,8212.111111111111,,705.5555555555555,,,
Seattle,98155,2,1.0,675.0,,,44.0,48.0,10069.0,1785.0,1090.0,1.0,,
Seattle,98188,2,1.0,663.0,,,47.0,56.0,10014.0,1460.0,976.0,1.0,400.0,
Seattle,98198,1,1.0,343.0,,3.0,31.0,55.0,8496.0,1395.0,652.0,,,
Seattle,98198,2,1.0,343.0,,3.0,31.0,55.0,8495.0,1595.0,862.0,1.0,,
Seattle,98198,2,2.0,343.0,,3.0,31.0,55.0,8497.0,1695.0,970.0,,,
Seattle,98198,3,2.0,343.0,,3.0,31.0,55.0,8498.0,1895.0,1221.0,,,
Seaview Seattle,98136,2,2.0,689.0,,,80.0,50.0,10226.0,2103.0,1012.0,1.0,,
Seward Park,98118,1,1.0,555.5,,,74.0,43.0,9730.0,1450.0,625.0,1.0,1000.0,12.0
Sheridan Beach,98155,1,1.0,275.54545454545456,4.0,1.0,42.72727272727273,,7295.545454545455,1496.1,688.5454545454545,1.0,,
Sheridan Beach,98155,2,1.0,206.0,4.0,,35.0,,6228.5,1799.0,872.5,,,
Sheridan Beach,98155,2,2.0,345.09090909090907,4.0,1.0,50.45454545454545,,8369.0,1986.0,1056.8181818181818,1.0,,
Sheridan Beach,98155,3,2.0,282.5,4.0,1.0,43.5,,7411.0,2400.0,1359.5,,,
Shoreline,98133,1,1.0,205.0,,6.0,77.0,52.0,6222.5,1395.0,683.0,,,
Shoreline,98133,2,1.0,205.0,,6.0,77.0,52.0,6220.5,1835.0,831.75,1.0,,
South Delridge,98106,1,1.0,134.05263157894737,,13.777777777777779,50.89473684210526,50.21052631578947,4103.1578947368425,1540.6842105263158,697.5555555555555,1.0,,
South Delridge,98106,2,1.0,109.21052631578948,,11.157894736842104,47.8421052631579,50.526315789473685,3830.684210526316,2004.3684210526317,993.6315789473684,1.0,,
South Delridge,98106,2,1.5,114.0,,6.0,46.0,52.0,3926.8,2006.0,1052.0,1.0,,
South Delridge,98106,2,2.0,107.5,,13.0,48.5,50.0,3806.5,2125.0,1001.0,,,
South Delridge,98106,3,2.0,101.0,,20.0,51.0,48.0,3670.0,,1100.0,,,
South Lake Union,98102,2,1.0,303.0,,3.0,79.0,63.0,8292.0,2472.0,841.0,1.0,,
South Lake Union,98109,1,1.0,208.3220494053065,4.72,5.965317919075145,95.98353156450138,88.86459286367796,4694.31473010064,2355.179268292683,652.8270295202952,1.0,,
South Lake Union,98109,1,1.5,286.0,5.0,4.166666666666667,97.07894736842105,87.60526315789474,5929.0,3242.1666666666665,927.4736842105264,1.0,,
South Lake Union,98109,1,2.0,104.0,5.0,13.0,97.0,90.0,3804.6666666666665,3334.0,1012.6666666666666,,,
South Lake Union,98109,2,1.0,209.0,5.0,3.5833333333333335,96.23809523809524,87.61904761904762,5180.714285714285,3414.2727272727275,878.4285714285714,1.0,,
South Lake Union,98109,2,1.5,191.0,5.0,10.0,96.33333333333333,88.33333333333333,5780.166666666667,4049.0,1065.1666666666667,1.0,,
South Lake Union,98109,2,2.0,229.90304709141273,4.849462365591398,6.832089552238806,96.05817174515235,88.6371191135734,4826.191135734072,4205.383275261324,1094.637640449438,1.0,,
South Lake Union,98109,2,2.5,126.1,5.0,10.0,97.4,92.6,4295.2,4920.5,1442.8,1.0,,
South Lake Union,98109,3,2.0,202.0,,6.545454545454546,95.54545454545455,86.9090909090909,4599.590909090909,7292.954545454545,1619.590909090909,1.0,,
South Lake Union,98109,3,2.5,95.0,,10.0,96.0,86.0,3557.0,,1792.0,,,
South Lake Union,98109,3,3.0,64.0,5.0,,99.0,100.0,2876.8333333333335,10201.0,2211.6666666666665,1.0,,
South Park,98108,1,1.0,504.0,,,74.0,41.0,9589.0,1395.0,525.0,,1000.0,12.0
Southern Heights-Boulevard Park,98168,1,1.0,291.4,,11.533333333333333,34.93333333333333,,5733.766666666666,1503.9666666666667,704.8,1.0,,
Southern Heights-Boulevard Park,98168,2,1.0,290.17241379310343,,11.724137931034482,34.793103448275865,35.0,5655.379310344828,1703.103448275862,899.6551724137931,1.0,,
Southern Heights-Boulevard Park,98168,2,1.5,286.5,,12.0,35.0,,5527.666666666667,1719.0,960.0,1.0,,
Southern Heights-Boulevard Park,98168,2,2.0,331.2352941176471,,8.117647058823529,33.588235294117645,35.0,7246.588235294118,1819.8235294117646,986.6764705882352,1.0,,
Southern Heights-Boulevard Park,98168,3,2.0,360.0,,5.0,34.0,,8597.333333333334,2100.0,1146.0,1.0,,
Stevens,98112,1,1.0,205.3695652173913,5.0,2.0,90.56521739130434,69.56521739130434,5445.717391304348,1365.5555555555557,376.5869565217391,1.0,,
Stevens,98112,2,2.0,382.6,4.8,,88.6,70.0,9021.8,2799.0,899.4,,,
Stevens,98112,2,2.5,496.0,,,90.0,61.0,9558.0,3300.0,1267.0,1.0,3300.0,12.0
Stevens,98122,1,1.0,276.775,5.0,1.2777777777777777,97.2,76.725,7181.425,1436.6,457.1666666666667,1.0,,
Stevens,98122,2,2.0,301.0,5.0,,93.0,72.0,8288.5,2847.5,968.75,,,
Tukwila Urban Center,98188,1,1.0,238.4,5.0,1.0,58.6,47.92,5168.54,1966.96,637.3846153846154,1.0,,
Tukwila Urban Center,98188,2,1.0,344.0,,1.0,25.0,46.0,8499.0,1400.0,950.0,1.0,,
Tukwila Urban Center,98188,2,1.5,344.0,,1.0,25.0,46.0,8500.0,1500.0,1050.0,1.0,,
Tukwila Urban Center,98188,2,2.0,234.0,5.0,,60.0,48.0,5036.0,2722.25,940.5,1.0,,
Tukwila Urban Center,98188,3,3.5,234.0,5.0,,60.0,48.0,5040.0,6825.0,1840.0,1.0,,
University District,98105,1,0.5,523.5,,,97.0,78.0,9641.5,800.0,90.0,1.0,800.0,3.0
University District,98105,1,1.0,227.95852534562212,4.700854700854701,2.4526315789473685,96.28571428571429,80.83410138248848,5933.658986175115,1600.3710691823899,474.5921658986175,1.0,815.0,12.0
University District,98105,1,1.5,175.0,5.0,,99.0,80.0,5856.5,2069.0,821.75,1.0,,
University District,98105,1,2.0,336.0,5.0,,99.0,80.0,8457.0,1540.0,301.0,1.0,,
University District,98105,2,1.0,143.54761904761904,5.0,3.6,95.33333333333333,80.23809523809524,3902.2619047619046,2268.676470588235,783.0853658536586,1.0,1577.0,12.0
University District,98105,2,2.0,147.78947368421052,5.0,1.962962962962963,95.8157894736842,82.52631578947368,4558.105263157895,2817.4444444444443,951.828947368421,1.0,,
University District,98105,3,1.5,214.0,4.0,,95.0,82.0,6456.5,2727.4285714285716,830.0,1.0,,
University District,98105,3,3.0,120.0,,1.0,94.0,84.0,4112.5,4225.0,1361.0,,,
University District,98105,4,2.0,161.25,5.0,,99.0,80.0,4880.0,1382.5,973.75,,,
University District,98105,5,3.0,336.0,5.0,,99.0,80.0,8466.0,1307.0,1119.0,,,
Wallingford,98103,1,1.0,190.45977011494253,5.0,2.4390243902439024,79.45977011494253,60.50574712643678,5717.333333333333,2263.7179487179487,654.3965517241379,1.0,,6.0
Wallingford,98103,1,1.5,255.0,,2.0,89.0,60.0,7238.333333333333,,848.6666666666666,,,
Wallingford,98103,2,1.0,247.0,5.0,5.6,80.77777777777777,60.22222222222222,6740.555555555556,2544.3333333333335,838.8333333333334,1.0,,6.0
Wallingford,98103,2,2.0,131.8,5.0,2.0,72.2,60.93333333333333,4435.666666666667,3654.5714285714284,1076.2,,,
Wallingford,98103,3,2.0,314.0,5.0,,76.33333333333333,61.666666666666664,6215.666666666667,4211.666666666667,1393.3333333333333,1.0,,
Wallingford,98105,1,1.0,165.0,4.0,,91.0,79.0,5567.5,1683.0,524.7,,,
Wallingford,98105,2,2.0,271.6666666666667,4.0,,86.0,76.66666666666667,6896.0,2950.0,1132.6666666666667,,2000.0,12.0
Wedgewood,98115,1,1.0,387.0,,4.0,69.0,52.0,6608.0,1147.031746031746,257.23972602739724,1.0,,
Wedgewood,98115,2,1.0,673.0,,,80.0,50.0,10067.0,1750.0,750.0,1.0,1000.0,
Wedgewood,98115,2,2.0,387.0,,4.0,69.0,52.0,6645.0,,827.0,,,
West Seattle,98116,1,1.0,119.0,,,98.0,54.0,4088.5,2025.5,652.6666666666666,1.0,,
West Seattle,98126,1,1.0,258.5,,1.8571428571428572,77.32142857142857,56.82142857142857,7306.178571428572,1435.9444444444443,610.8928571428571,1.0,,
West Seattle,98126,2,1.0,260.0,,1.0,77.0,58.0,7328.0,2068.5,815.125,1.0,,
West Seattle,98126,2,2.0,260.0,,1.0,77.0,58.0,7334.0,,1120.0,,,
West Woodland,98107,1,1.0,277.6923076923077,,2.0,96.53846153846153,56.07692307692308,7354.615384615385,1916.6666666666667,636.3076923076923,1.0,,
West Woodland,98107,2,2.0,292.8,,2.0,95.4,55.9,7439.4,2786.25,994.5,1.0,,
West Woodland,98107,4,2.0,649.0,,,81.0,55.0,9967.0,2750.0,1600.0,1.0,,
West Woodland,98107,5,2.0,605.0,,,91.0,57.0,9862.0,4500.0,2600.0,1.0,,
Westlake,98109,1,1.0,110.91911764705883,5.0,4.644444444444445,75.53676470588235,73.55147058823529,3479.875,2034.1769911504425,652.8088235294117,1.0,1116.6666666666667,12.0
Westlake,98109,2,1.0,63.11764705882353,5.0,5.0,76.76470588235294,76.3529411764706,2455.5882352941176,3234.25,881.5588235294117,,,
Westlake,98109,2,1.5,556.0,,,70.0,69.0,9726.0,3466.6666666666665,1500.0,1.0,1300.0,12.0
Westlake,98109,2,2.0,127.82142857142857,5.0,5.0,74.42857142857143,72.71428571428571,3913.6428571428573,3371.5,1056.142857142857,1.0,1350.0,12.0
Westlake,98109,3,1.5,555.0,,,70.0,69.0,9719.0,3500.0,1800.0,1.0,1000.0,12.0
Westlake,98109,3,2.0,48.0,5.0,,78.0,73.0,2080.0,,1486.0,,,
White Center,98146,1,1.0,338.0,2.0,,62.0,,8476.0,1057.0,612.0,1.0,,
White Center,98146,2,1.0,338.0,2.0,,62.0,,8478.5,1290.0,829.0,,,
Whittier Heights,98117,1,1.0,285.3333333333333,5.0,2.0,88.38888888888889,53.27777777777778,7576.388888888889,1624.1666666666667,536.1666666666666,1.0,1200.0,12.0
Whittier Heights,98117,1,2.0,245.0,,2.0,88.0,55.0,7035.5,1967.5,879.0,,,
Whittier Heights,98117,2,1.0,352.0,5.0,,89.0,50.0,8544.5,1894.5,726.25,,,
Whittier Heights,98117,3,2.0,671.0,,,86.0,50.0,10065.0,3795.0,2720.0,1.0,,
